OBJECTID,SOURCE_ID,COUNTRY,NAME,LEAST_DEPTH,MAX_DEPTH,DEPTH_INFO,DEPTH_PREC,OBJECT_LENGTH,LOC_PREC,SITE_AREA,SINK_CONTEXT,SINK_YR,DATING,PERIOD,STATUTORY_PROT,OBJ_DESC,SHIP_CHAR,OBJ_TYPE,EST_TONNAGE,PLACE_ORIG,PLACE_DEST,ARTEFACTS,COAST_DIST,SOURCE_INFO,REFERENCE,WEBSITE1,WEBSITE2
"7752",W11535,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 28.5m long, 10m in maximum width and lies in 135m of water. GSI Wreck No_20",n.a.,n.a.,,n.a.,n.a.,n.a.,79939.3656905442,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7753",W11536,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Geological Survey of Ireland in 2003 as part of the Irish National Seabed Survey. Wreck measures 21m long, 6m in maximum width and lies in 129m of water. GSI Wreck No_17",n.a.,n.a.,,n.a.,n.a.,n.a.,76154.920550388,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7754",W11537,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,76999.3138861883,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7755",W11539,Ireland,Unknown (GSI_137),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,2265.34853710181,National Monuments Service (Ireland),GSI.,n.a.,n.a.
"7756",W11540,Ireland,Unknown (GSI_140),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,634.210979597315,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7757",W11542,Ireland,Unknown (GSI_154),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,18806.2323021665,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7758",W11547,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,10930.4719153325,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7759",W11548,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,37392.0212694692,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7760",W11549,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,57922.5173884236,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7761",W11550,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,57536.5752069973,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7762",W11551,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,57575.8706352553,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7763",W11552,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,112150.736297835,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7764",W11553,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,110939.354393546,National Monuments Service (Ireland),John O'Connor.,n.a.,n.a.
"7765",W11554,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,110740.473985819,National Monuments Service (Ireland),John O'Connor.,n.a.,n.a.
"7766",W11555,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,24341.4410580827,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7767",W11556,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,90773.2109646851,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7768",W11557,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,45224.3440446633,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7769",W11558,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,45260.4294044459,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7770",W11559,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,10447.2815426954,National Monuments Service (Ireland),Boland 2003:16-19,n.a.,n.a.
"7771",W11560,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,44403.5871501825,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7772",W11561,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,21488.7005130987,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7773",W11562,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,75160.6607699785,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7774",W11563,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,50201.6944496354,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7775",W11564,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,59008.3300359189,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7776",W11565,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,55611.5854486147,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7777",W11566,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Re-deposited ship timbers,n.a.,n.a.,,n.a.,n.a.,n.a.,216.724979516104,National Monuments Service (Ireland),"Eachtra - Timber re-deposition, Ringsend 2008",n.a.,n.a.
"7778",W11567,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Re-deposited ship timbers,n.a.,n.a.,,n.a.,n.a.,n.a.,207.331406020911,National Monuments Service (Ireland),"Eachtra - Timber re-deposition, Ringsend 2008",n.a.,n.a.
"7779",W11568,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Re-deposited ship timbers,n.a.,n.a.,,n.a.,n.a.,n.a.,201.745556244213,National Monuments Service (Ireland),"Eachtra - Timber re-deposition, Ringsend 2008",n.a.,n.a.
"7780",W11569,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Re-deposited ship timbers,n.a.,n.a.,,n.a.,n.a.,n.a.,190.834129979812,National Monuments Service (Ireland),"Eachtra - Timber re-deposition, Ringsend 2008",n.a.,n.a.
"7781",W11570,Ireland,Unknown (Ringsend Wreck),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wooden wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,343.102341069257,National Monuments Service (Ireland),Dunne 2001:1-13,n.a.,n.a.
"7782",W11571,Ireland,"Unknown """"Ringsend Wreck""""",,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wooden wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,343.554631114465,National Monuments Service (Ireland),Dunne & O'Donoghue 2008:2,n.a.,n.a.
"7783",W11572,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,54374.6290871813,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7784",W11573,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Possible wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,54529.5861544815,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7785",W11574,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Geophysical anomaly,n.a.,n.a.,,n.a.,n.a.,n.a.,54907.5506521769,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7786",W11576,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Celtic Voyager in 2013 as part of the INFOMAR seabed mapping programme. Wreck measures 42m long, 10m in maximum width and lies in 74m of water. GSI Wreck No_344",n.a.,n.a.,,n.a.,n.a.,n.a.,22282.3470579368,National Monuments Service (Ireland),"GSI Wreck No_344; INFOMAR Wreck Data",n.a.,n.a.
"7787",W11577,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Celtic Voyager in 2013 as part of the INFOMAR seabed mapping programme.
Wreck measures 37m long, 7m in maximum width and lies in 64m of water. GSI Wreck No_342",n.a.,n.a.,,n.a.,n.a.,n.a.,23795.3048838597,National Monuments Service (Ireland),"INFOMAR Wreck Data; GSI Wreck No_342",n.a.,n.a.
"7788",W11578,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck surveyed by the Celtic Voyager in 2013 as part of the INFOMAR seabed mapping programme. Wreck measures 81m long, 15m in maximum width and lies in 65m of water. GSI Wreck No_343",n.a.,n.a.,,n.a.,n.a.,n.a.,24204.1902231127,National Monuments Service (Ireland),"INFOMAR Wreck Data; GSI Wreck No_343",n.a.,n.a.
"7789",W11579,Ireland,Unknown '3 Mile Rock',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,6037.86944521278,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7790",W11581,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wooden wreck known as the '9.5 fathom wreck',n.a.,n.a.,,n.a.,n.a.,n.a.,10462.0553513189,National Monuments Service (Ireland),Browne & Stokes 2008,n.a.,n.a.
"7791",W11584,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Possible section of a wreck surveyed by the Geological Survey of Ireland in 2004 as part of the Irish National Seabed Survey. Wreck measures 2m long and lies in 4.6m of water. GSI Wreck No_163a,n.a.,n.a.,,n.a.,n.a.,n.a.,559.585771324807,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7792",W11585,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,878.320380338312,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7793",W11586,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,66.7365914929258,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7794",W11587,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,14576.4898514908,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7795",W11588,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,37388.3282922214,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7796",W11589,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Geophysical anomaly,n.a.,n.a.,,n.a.,n.a.,n.a.,9082.64538372687,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7797",W11590,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,58162.169619786,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7798",W11591,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,154029.256424241,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7799",W11594,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Section of a possible wreck surveyed by the Geological Survey of Ireland in 2004 as part of the Irish National Seabed Survey. Wreck measures 4.5m long and lies in 4.5m of water. GSI Wreck No_GSI_163b,n.a.,n.a.,,n.a.,n.a.,n.a.,527.424866969604,National Monuments Service (Ireland),GSI Wreck Data.,n.a.,n.a.
"7800",W11595,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Obstruction,n.a.,n.a.,,n.a.,n.a.,n.a.,878.320380338312,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7801",W11596,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,66.7365914929258,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7802",W11597,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,14576.4898514908,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7803",W11598,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,37388.3282922214,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7804",W11599,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Geophysical anomaly,n.a.,n.a.,,n.a.,n.a.,n.a.,9082.64538372687,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7805",W11600,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,58162.169619786,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7806",W11601,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,154029.256424241,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7807",W11604,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Section of a possible wreck surveyed by the Geological Survey of Ireland in 2004 as part of the Irish National Seabed Survey. Wreck measures 4.5m long and lies in 4.3m of water. GSI Wreck No_GSI_163c,n.a.,n.a.,,n.a.,n.a.,n.a.,515.502437791421,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7808",W11605,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck.
-----------------",n.a.,n.a.,,n.a.,n.a.,n.a.,878.320380338312,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7809",W11606,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,66.7365914929258,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7810",W11607,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,58162.169619786,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7811",W11608,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,154029.256424241,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7812",W11609,Ireland,Unknown 'coger',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,36748.8375973914,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7813",W11610,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,10066.7165852288,National Monuments Service (Ireland),"Browne & Stokes 2009; INFOMAR Wreck Data; GSI Wreck No_286",n.a.,n.a.
"7814",W11611,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Possible section of wreck surveyed by the Geological Survey of Ireland in 2004 as part of the Irish National Seabed Survey. Wreck measures 0.75m long and lies in 4.3m of water. GSI Wreck No_163d. ,n.a.,n.a.,,n.a.,n.a.,n.a.,630.0233227489,National Monuments Service (Ireland),GSI Wreck Data,n.a.,n.a.
"7815",W11612,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,878.320380338312,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7816",W11613,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,154029.256424241,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7817",W11615,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,77.3487154608857,National Monuments Service (Ireland),Thoma,n.a.,n.a.
"7818",W11617,Ireland,Unknown 'Duncannon 2 Wreck',,,n.a.,Unknown depth,,,,n.a.,"1543",n.a.,n.a.,n.a.,"Little is known about this wreck apart from the information that has been gleaned from the half dozen fragmented timbers that were recovered from the dredge head in 2003 during the archaeological monitoring undertaken by the Underwater Archaeology Unit,",n.a.,n.a.,,n.a.,n.a.,n.a.,1718.31921717477,National Monuments Service (Ireland),"Kelleher 2004; Quinn 2003",n.a.,n.a.
"7819",W11618,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck known as the Dunworley Bay Wreck. This wreck is located in 12m of water on the NW side of Dunworley Bay, Co. Cork. It is a wooden wreck, with 9 iron guns and other artefacts evidence on the seabed. It dates to the early to mid-17th century. It was",n.a.,n.a.,,n.a.,n.a.,n.a.,256.185580303832,National Monuments Service (Ireland),"Kelleher 2011, 138-145; Kelleher 2014, 10.",n.a.,n.a.
"7820",W11619,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,154029.256424241,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7821",W11620,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,154029.256424241,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7822",W11621,Ireland,Unknown 'Flour Boat',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,313.099287196125,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7823",W11622,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Operation Deadlight submarine,n.a.,n.a.,,n.a.,n.a.,n.a.,154029.256424241,National Monuments Service (Ireland),UKHO,n.a.,n.a.
"7824",W11623,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,495.193493571001,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7825",W11624,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,21495.3288623041,National Monuments Service (Ireland),GSI,n.a.,n.a.
"7826",W11625,Ireland,Unknown 'Gormonston Logboat',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,Logboat,,n.a.,n.a.,n.a.,870.372334623276,National Monuments Service (Ireland),Brady 2002.,n.a.,n.a.
"7827",W11626,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wooden wreck known as the 'Iron Pipe Wreck' located by Browne and Stokes in 2008. The wreck was surveyed by the RV Keery in 2010 as part of the INFOMAR seabed mapping programme. Wreck measures 19m long, 5m in maximum width and lies in 14m of water. GSI W",n.a.,n.a.,,n.a.,n.a.,n.a.,9739.63596966464,National Monuments Service (Ireland),"Browne and Stokes in 2008; INFOMAR Wreck Data; GSI Wreck No_282",n.a.,n.a.
"7828",W11627,Ireland,Unknown 'Lawler's Wreck' (probably UKHO Carlo),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,14122.3137837163,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7829",W11628,Ireland,Unknown 'Middle Wreck',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,36748.8375973914,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7830",W11629,Ireland,Unknown 'North Bull',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,605.845572017415,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7831",W11630,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Known by divers as the North Wreck and appears to be the remains of a barge or hopper. The wreck was surveyed by the Geological Survey of Ireland in 2008 as part of the Irish National Seabed Survey. It measured 25m long, 7.3m in maximum width and lies in",n.a.,n.a.,,n.a.,n.a.,n.a.,17465.8451451046,National Monuments Service (Ireland),"GSI Wreck No_303; UKHO",n.a.,n.a.
"7832",W11631,Ireland,Unknown 'outside Lead Wreck' (probably UKHO 11784),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,27537.5440096523,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7833",W11633,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Possible wreck,n.a.,n.a.,,n.a.,n.a.,n.a.,927.410645802366,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
"7834",W11634,Ireland,Unknown 'Portally Reef' (possibly UKHO 9709),,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,4775.93966546474,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7835",W11635,Ireland,Unknown 'Potato Boat (Inny River)',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,136.736460063857,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7836",W11636,Ireland,Unknown 'Potato Boat (Killala Bay)',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,3649.34593461952,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7837",W11637,Ireland,Unknown 'Pottery wreck',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,225.603172521741,National Monuments Service (Ireland),NMS,n.a.,n.a.
"7838",W11638,Ireland,Unknown 'Ram Wreck',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,21745.0800576521,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7839",W11641,Ireland,Rutland Island Wreck,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"The remains of a wooden vessel lie in the shallows of Burtonport Harbour immediately to the NE of Rutland Island, this once armed ship, that carried both ordnance and weapons, dates to the early part of the 17th century. The wreck lies c. 120m NE of Rutl",n.a.,Sailing Boat,,n.a.,n.a.,n.a.,57.6327439051651,National Monuments Service (Ireland),"GSI Wreck Data; Kelleher 2011, 38-40; Kelleher 2012, 450-456",n.a.,n.a.
"7840",W11642,Ireland,Unknown 'Salt Boat',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,140.076990237084,National Monuments Service (Ireland),UKHO.,n.a.,n.a.
"7841",W11645,Ireland,Unknown 'Sutton Wreck',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,712.099026183355,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7842",W11646,Ireland,Unknown 'Swede Patch',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,254.643204693557,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7843",W11647,Ireland,Unknown 'the coal boat',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,159.267490967441,National Monuments Service (Ireland),UKHO.,n.a.,n.a.
"7844",W11648,Ireland,Unknown 'the liberator' or 'the silk plane',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,Airplane,,n.a.,n.a.,n.a.,32.316204465217,National Monuments Service (Ireland),n.a.,n.a.,n.a.
"7845",W11650,Ireland,Unknown 'Union Hall anchor',,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Anchor recovered from the seabed and is now located in the school grounds in Union Hall,n.a.,n.a.,,n.a.,n.a.,n.a.,604.097543211837,National Monuments Service (Ireland),National Monuments Service,n.a.,n.a.
"7846",W11652,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,6411.57537219448,National Monuments Service (Ireland),John O'Connor,n.a.,n.a.
